"","poll.end.date","poll.source","party","variable","value"
"1970","30-Sep-12","Newspoll","ALP","Queensland","30"
"1971","30-Sep-12","Newspoll","GRN","Queensland","9"
"1972","30-Sep-12","Newspoll","OTH","Queensland","14"
"1973","15-Sep-12","Nielsen","IND","Queensland","6"
"1974","15-Sep-12","Nielsen","FFP","Queensland","2"
"1975","15-Sep-12","Nielsen","COAL","Queensland","48"
"1976","15-Sep-12","Nielsen","ALP","Queensland","30"
"1977","15-Sep-12","Nielsen","GRN","Queensland","9"
"1978","15-Sep-12","Nielsen","OTH","Queensland","5"
"1979","25-Aug-12","Nielsen","IND","Queensland","7"
"1980","25-Aug-12","Nielsen","FFP","Queensland","2"
"1981","25-Aug-12","Nielsen","COAL","Queensland","49"
"1982","25-Aug-12","Nielsen","ALP","Queensland","28"
"1983","25-Aug-12","Nielsen","GRN","Queensland","9"
"1984","25-Aug-12","Nielsen","OTH","Queensland","5"
"1985","28-Jul-12","Nielsen","IND","Queensland","7"
"1986","28-Jul-12","Nielsen","FFP","Queensland","1"
"1987","28-Jul-12","Nielsen","COAL","Queensland","53"
"1988","28-Jul-12","Nielsen","ALP","Queensland","26"
"1989","28-Jul-12","Nielsen","GRN","Queensland","8"
"1990","28-Jul-12","Nielsen","OTH","Queensland","5"
"1991","30-Jun-12","Nielsen","IND","Queensland","6"
"1992","30-Jun-12","Nielsen","FFP","Queensland","3"
"1993","30-Jun-12","Nielsen","COAL","Queensland","56"
"1994","30-Jun-12","Newspoll","COAL","Queensland","54"
"1995","30-Jun-12","Nielsen","ALP","Queensland","22"
"1996","30-Jun-12","Nielsen","GRN","Queensland","9"
"1997","30-Jun-12","Nielsen","OTH","Queensland","3"
"1998","30-Jun-12","Newspoll","ALP","Queensland","22"
"1999","30-Jun-12","Newspoll","GRN","Queensland","11"
"2000","30-Jun-12","Newspoll","OTH","Queensland","13"
"2001","02-Jun-12","Nielsen","IND","Queensland","6"
"2002","02-Jun-12","Nielsen","FFP","Queensland","2"
"2003","02-Jun-12","Nielsen","COAL","Queensland","54"
"2004","02-Jun-12","Nielsen","ALP","Queensland","24"
"2005","02-Jun-12","Nielsen","GRN","Queensland","11"
"2006","02-Jun-12","Nielsen","OTH","Queensland","3"
"2007","31-Mar-12","Nielsen","IND","Queensland","7"
"2008","31-Mar-12","Nielsen","FFP","Queensland","3"
"2009","31-Mar-12","Nielsen","COAL","Queensland","53"
"2010","31-Mar-12","Newspoll","COAL","Queensland","47"
"2011","31-Mar-12","Nielsen","ALP","Queensland","22"
"2012","31-Mar-12","Nielsen","GRN","Queensland","10"
"2013","31-Mar-12","Nielsen","OTH","Queensland","5"
"2014","31-Mar-12","Newspoll","ALP","Queensland","30"
"2015","31-Mar-12","Newspoll","GRN","Queensland","9"
"2016","31-Mar-12","Newspoll","OTH","Queensland","14"
"2017","23-Feb-12","Nielsen","IND","Queensland","9"
"2018","23-Feb-12","Nielsen","FFP","Queensland","3"
"2019","23-Feb-12","Nielsen","COAL","Queensland","42"
"2020","23-Feb-12","Nielsen","OTH","Queensland","5"
"2021","23-Feb-12","Nielsen","ALP","Queensland","31"
"2022","23-Feb-12","Nielsen","GRN","Queensland","11"
"2023","02-Feb-12","Nielsen","IND","Queensland","6"
"2024","02-Feb-12","Nielsen","FFP","Queensland","2"
"2025","02-Feb-12","Nielsen","COAL","Queensland","50"
"2026","02-Feb-12","Nielsen","OTH","Queensland","3"
"2027","02-Feb-12","Nielsen","ALP","Queensland","27"
"2028","02-Feb-12","Nielsen","GRN","Queensland","12"
"2029","31-Dec-11","Newspoll","COAL","Queensland","48"
"2030","31-Dec-11","Newspoll","OTH","Queensland","14"
"2031","31-Dec-11","Newspoll","ALP","Queensland","29"
"2032","31-Dec-11","Newspoll","GRN","Queensland","9"
"2033","10-Dec-11","Nielsen","IND","Queensland","6"
"2034","10-Dec-11","Nielsen","FFP","Queensland","2"
"2035","10-Dec-11","Nielsen","COAL","Queensland","49"
"2036","10-Dec-11","Nielsen","OTH","Queensland","5"
"2037","10-Dec-11","Nielsen","ALP","Queensland","31"
"2038","10-Dec-11","Nielsen","GRN","Queensland","7"
"2039","12-Nov-11","Nielsen","IND","Queensland","6"
"2040","12-Nov-11","Nielsen","FFP","Queensland","2"
"2041","12-Nov-11","Nielsen","COAL","Queensland","48"
"2042","12-Nov-11","Nielsen","OTH","Queensland","6"
"2043","12-Nov-11","Nielsen","ALP","Queensland","31"
"2044","12-Nov-11","Nielsen","GRN","Queensland","8"
"2045","15-Oct-11","Nielsen","IND","Queensland","7"
"2046","15-Oct-11","Nielsen","FFP","Queensland","3"
"2047","15-Oct-11","Nielsen","COAL","Queensland","53"
"2048","15-Oct-11","Nielsen","OTH","Queensland","3"
"2049","15-Oct-11","Nielsen","ALP","Queensland","26"
"2050","15-Oct-11","Nielsen","GRN","Queensland","8"
"2051","30-Sep-11","Newspoll","COAL","Queensland","50"
"2052","30-Sep-11","Newspoll","OTH","Queensland","14"
"2053","30-Sep-11","Newspoll","ALP","Queensland","26"
"2054","30-Sep-11","Newspoll","GRN","Queensland","10"
"2055","10-Sep-11","Nielsen","IND","Queensland","8"
"2056","10-Sep-11","Nielsen","FFP","Queensland","3"
"2057","10-Sep-11","Nielsen","COAL","Queensland","50"
"2058","10-Sep-11","Nielsen","OTH","Queensland","5"
"2059","10-Sep-11","Nielsen","ALP","Queensland","25"
"2060","10-Sep-11","Nielsen","GRN","Queensland","10"
"2061","13-Aug-11","Nielsen","IND","Queensland","7"
"2062","13-Aug-11","Nielsen","FFP","Queensland","2"
"2063","13-Aug-11","Nielsen","COAL","Queensland","55"
"2064","13-Aug-11","Nielsen","OTH","Queensland","3"
"2065","13-Aug-11","Nielsen","ALP","Queensland","25"
"2066","13-Aug-11","Nielsen","GRN","Queensland","8"
"2067","16-Jul-11","Nielsen","IND","Queensland","7"
"2068","16-Jul-11","Nielsen","FFP","Queensland","3"
"2069","16-Jul-11","Nielsen","COAL","Queensland","56"
"2070","16-Jul-11","Nielsen","OTH","Queensland","5"
"2071","16-Jul-11","Nielsen","ALP","Queensland","21"
"2072","16-Jul-11","Nielsen","GRN","Queensland","7"
"2073","30-Jun-11","Newspoll","COAL","Queensland","48"
"2074","30-Jun-11","Newspoll","OTH","Queensland","11"
"2075","30-Jun-11","Newspoll","ALP","Queensland","31"
"2076","30-Jun-11","Newspoll","GRN","Queensland","10"
"2077","16-Jun-11","Nielsen","IND","Queensland","6"
"2078","16-Jun-11","Nielsen","FFP","Queensland","4"
"2079","16-Jun-11","Nielsen","OTH","Queensland","4"
"2080","16-Jun-11","Nielsen","COAL","Queensland","54"
"2081","16-Jun-11","Nielsen","ALP","Queensland","22"
"2082","16-Jun-11","Nielsen","GRN","Queensland","10"
"2083","14-May-11","Nielsen","OTH","Queensland","4"
"2084","14-May-11","Nielsen","IND","Queensland","6"
"2085","14-May-11","Nielsen","FFP","Queensland","2"
"2086","14-May-11","Nielsen","COAL","Queensland","49"
"2087","14-May-11","Nielsen","ALP","Queensland","31"
"2088","14-May-11","Nielsen","GRN","Queensland","7"
"2089","10-May-11","Nielsen","OTH","Queensland","4"
"2090","10-May-11","Nielsen","ALP","Queensland","18"
"2091","10-May-11","Nielsen","COAL","Queensland","56"
"2092","10-May-11","Nielsen","IND","Queensland","8"
"2093","10-May-11","Nielsen","FFP","Queensland","3"
"2094","10-May-11","Nielsen","GRN","Queensland","11"
"2095","16-Apr-11","Nielsen","OTH","Queensland","2"
"2096","16-Apr-11","Nielsen","ALP","Queensland","29"
"2097","16-Apr-11","Nielsen","COAL","Queensland","46"
"2098","16-Apr-11","Nielsen","IND","Queensland","6"
"2099","16-Apr-11","Nielsen","FFP","Queensland","4"
"2100","16-Apr-11","Nielsen","GRN","Queensland","12"
"2101","31-Mar-11","Newspoll","OTH","Queensland","14"
"2102","31-Mar-11","Newspoll","ALP","Queensland","31"
"2103","31-Mar-11","Newspoll","COAL","Queensland","43"
"2104","31-Mar-11","Newspoll","GRN","Queensland","12"
"2105","12-Mar-11","Nielsen","OTH","Queensland","4"
"2106","12-Mar-11","Nielsen","ALP","Queensland","31"
"2107","12-Mar-11","Nielsen","COAL","Queensland","47"
"2108","12-Mar-11","Nielsen","IND","Queensland","5"
"2109","12-Mar-11","Nielsen","FFP","Queensland","3"
"2110","12-Mar-11","Nielsen","GRN","Queensland","10"
"2111","12-Feb-11","Nielsen","OTH","Queensland","4"
"2112","12-Feb-11","Nielsen","ALP","Queensland","28"
"2113","12-Feb-11","Nielsen","COAL","Queensland","51"
"2114","12-Feb-11","Nielsen","IND","Queensland","6"
"2115","12-Feb-11","Nielsen","FFP","Queensland","3"
"2116","12-Feb-11","Nielsen","GRN","Queensland","8"
"2117","31-Dec-10","Newspoll","OTH","Queensland","13"
"2118","31-Dec-10","Newspoll","ALP","Queensland","34"
"2119","31-Dec-10","Newspoll","COAL","Queensland","41"
"2120","31-Dec-10","Newspoll","GRN","Queensland","12"
"2121","20-Nov-10","Nielsen","OTH","Queensland","4"
"2122","20-Nov-10","Nielsen","ALP","Queensland","34"
"2123","20-Nov-10","Nielsen","GRN","Queensland","9"
"2124","20-Nov-10","Nielsen","COAL","Queensland","45"
"2125","20-Nov-10","Nielsen","IND","Queensland","6"
"2126","20-Nov-10","Nielsen","FFP","Queensland","2"
"2127","23-Oct-10","Nielsen","OTH","Queensland","3"
"2128","23-Oct-10","Nielsen","ALP","Queensland","36"
"2129","23-Oct-10","Nielsen","GRN","Queensland","9"
"2130","23-Oct-10","Nielsen","COAL","Queensland","45"
"2131","23-Oct-10","Nielsen","IND","Queensland","5"
"2132","23-Oct-10","Nielsen","FFP","Queensland","2"
"2133","19-Aug-10","Nielsen","GRN","Queensland","11"
"2134","19-Aug-10","Nielsen","ALP","Queensland","37"
"2135","19-Aug-10","Nielsen","COAL","Queensland","45"
"2136","19-Aug-10","Nielsen","DEM","Queensland","0"
"2137","19-Aug-10","Nielsen","GRN","Queensland","11"
"2138","19-Aug-10","Nielsen","IND","Queensland","2"
"2139","19-Aug-10","Nielsen","FFP","Queensland","1"
"2140","19-Aug-10","Nielsen","OTH","Queensland","4"
"2141","15-Aug-10","Newspoll","ALP","Queensland","35"
"2142","15-Aug-10","Newspoll","GRN","Queensland","13"
"2143","15-Aug-10","Newspoll","COAL","Queensland","43"
"2144","12-Aug-10","Nielsen","GRN","Queensland","9"
"2145","08-Aug-10","Newspoll","ALP","Queensland","35"
"2146","08-Aug-10","Newspoll","GRN","Queensland","10"
"2147","08-Aug-10","Newspoll","COAL","Queensland","46"
"2148","05-Aug-10","Nielsen","GRN","Queensland","14"
"2149","05-Aug-10","Nielsen","ALP","Queensland","26"
"2150","05-Aug-10","Nielsen","COAL","Queensland","49"
"2151","05-Aug-10","Nielsen","IND","Queensland","6"
"2152","05-Aug-10","Nielsen","FFP","Queensland","3"
"2153","05-Aug-10","Nielsen","OTH","Queensland","1"
"2154","01-Aug-10","Newspoll","ALP","Queensland","36"
"2155","01-Aug-10","Newspoll","GRN","Queensland","9"
"2156","01-Aug-10","Newspoll","COAL","Queensland","48"
"2157","29-Jul-10","Nielsen","ALP","Queensland","37"
"2158","29-Jul-10","Nielsen","COAL","Queensland","41"
"2159","29-Jul-10","Nielsen","GRN","Queensland","12"
"2160","29-Jul-10","Nielsen","IND","Queensland","4"
"2161","29-Jul-10","Nielsen","FFP","Queensland","1"
"2162","29-Jul-10","Nielsen","OTH","Queensland","4"
"2163","22-Jul-10","Nielsen","GRN","Queensland","11"
"2164","22-Jul-10","Nielsen","ALP","Queensland","33"
"2165","22-Jul-10","Nielsen","COAL","Queensland","47"
"2166","22-Jul-10","Nielsen","IND","Queensland","4"
"2167","22-Jul-10","Nielsen","FFP","Queensland","2"
"2168","22-Jul-10","Nielsen","OTH","Queensland","2"
"2169","10-Jul-10","Nielsen","GRN","Queensland","13"
"2170","30-Jun-10","Newspoll","OTH","Queensland","11"
"2171","30-Jun-10","Newspoll","ALP","Queensland","37"
"2172","30-Jun-10","Newspoll","GRN","Queensland","9"
"2173","30-Jun-10","Newspoll","COAL","Queensland","43"
"2174","25-Jun-10","Nielsen","GRN","Queensland","6"
"2175","25-Jun-10","Nielsen","ALP","Queensland","40"
"2176","25-Jun-10","Nielsen","COAL","Queensland","48"
"2177","25-Jun-10","Nielsen","IND","Queensland","3"
"2178","25-Jun-10","Nielsen","FFP","Queensland","2"
"2179","25-Jun-10","Nielsen","OTH","Queensland","1"
"2180","25-Jun-10","Nielsen","ALP","Queensland","40"
"2181","25-Jun-10","Nielsen","COAL","Queensland","48"
"2182","25-Jun-10","Nielsen","GRN","Queensland","6"
"2183","25-Jun-10","Nielsen","IND","Queensland","3"
"2184","25-Jun-10","Nielsen","FFP","Queensland","2"
"2185","25-Jun-10","Nielsen","OTH","Queensland","1"
"2186","05-Jun-10","Nielsen","GRN","Queensland","13"
"2187","08-May-10","Nielsen","GRN","Queensland","11"
"2188","17-Apr-10","Nielsen","GRN","Queensland","10"
"2189","17-Apr-10","Nielsen","ALP","Queensland","40"
"2190","17-Apr-10","Nielsen","COAL","Queensland","41"
"2191","17-Apr-10","Nielsen","IND","Queensland","3"
"2192","17-Apr-10","Nielsen","FFP","Queensland","2"
"2193","17-Apr-10","Nielsen","OTH","Queensland","4"
"2194","31-Mar-10","Newspoll","ALP","Queensland","40"
"2195","31-Mar-10","Newspoll","OTH","Queensland","10"
"2196","31-Mar-10","Newspoll","ALP","Queensland","40"
"2197","31-Mar-10","Newspoll","GRN","Queensland","10"
"2198","31-Mar-10","Newspoll","GRN","Queensland","10"
"2199","31-Mar-10","Newspoll","COAL","Queensland","40"
"2200","31-Mar-10","Newspoll","COAL","Queensland","40"
"2201","06-Mar-10","Nielsen","GRN","Queensland","7"
"2202","06-Feb-10","Nielsen","GRN","Queensland","11"
"2203","06-Feb-10","Nielsen","ALP","Queensland","44"
"2204","06-Feb-10","Nielsen","COAL","Queensland","39"
"2205","06-Feb-10","Nielsen","IND","Queensland","3"
"2206","06-Feb-10","Nielsen","FFP","Queensland","1"
"2207","06-Feb-10","Nielsen","OTH","Queensland","2"
"2208","31-Dec-09","Newspoll","ALP","Queensland","45"
"2209","31-Dec-09","Newspoll","GRN","Queensland","9"
"2210","31-Dec-09","Newspoll","OTH","Queensland","9"
"2211","31-Dec-09","Newspoll","COAL","Queensland","37"
"2212","28-Nov-09","Nielsen","ALP","Queensland","42"
"2213","28-Nov-09","Nielsen","COAL","Queensland","42"
"2214","28-Nov-09","Nielsen","GRN","Queensland","9"
"2215","28-Nov-09","Nielsen","IND","Queensland","4"
"2216","28-Nov-09","Nielsen","FFP","Queensland","0"
"2217","28-Nov-09","Nielsen","OTH","Queensland","2"
"2218","07-Nov-09","Nielsen","ALP","Queensland","50"
"2219","07-Nov-09","Nielsen","COAL","Queensland","38"
"2220","07-Nov-09","Nielsen","GRN","Queensland","5"
"2221","07-Nov-09","Nielsen","IND","Queensland","3"
"2222","07-Nov-09","Nielsen","FFP","Queensland","2"
"2223","07-Nov-09","Nielsen","OTH","Queensland","2"
"2224","10-Oct-09","Nielsen","ALP","Queensland","50"
"2225","10-Oct-09","Nielsen","COAL","Queensland","39"
"2226","10-Oct-09","Nielsen","GRN","Queensland","6"
"2227","10-Oct-09","Nielsen","IND","Queensland","3"
"2228","10-Oct-09","Nielsen","FFP","Queensland","0"
"2229","10-Oct-09","Nielsen","OTH","Queensland","3"
"2230","30-Sep-09","Newspoll","ALP","Queensland","43"
"2231","30-Sep-09","Newspoll","GRN","Queensland","7"
"2232","30-Sep-09","Newspoll","OTH","Queensland","8"
"2233","30-Sep-09","Newspoll","COAL","Queensland","42"
"2234","12-Sep-09","Nielsen","ALP","Queensland","45"
"2235","12-Sep-09","Nielsen","COAL","Queensland","41"
"2236","12-Sep-09","Nielsen","GRN","Queensland","6"
"2237","12-Sep-09","Nielsen","IND","Queensland","4"
"2238","12-Sep-09","Nielsen","FFP","Queensland","1"
"2239","12-Sep-09","Nielsen","OTH","Queensland","2"
"2240","15-Aug-09","Nielsen","ALP","Queensland","38"
"2241","15-Aug-09","Nielsen","COAL","Queensland","46"
"2242","15-Aug-09","Nielsen","GRN","Queensland","7"
"2243","15-Aug-09","Nielsen","IND","Queensland","3"
"2244","15-Aug-09","Nielsen","FFP","Queensland","2"
"2245","15-Aug-09","Nielsen","OTH","Queensland","3"
"2246","30-Jun-09","Newspoll","ALP","Queensland","44"
"2247","30-Jun-09","Newspoll","GRN","Queensland","9"
"2248","30-Jun-09","Newspoll","OTH","Queensland","9"
"2249","30-Jun-09","Newspoll","COAL","Queensland","38"
"2250","27-Jun-09","Nielsen","ALP","Queensland","47"
"2251","27-Jun-09","Nielsen","COAL","Queensland","35"
"2252","27-Jun-09","Nielsen","GRN","Queensland","10"
"2253","27-Jun-09","Nielsen","IND","Queensland","3"
"2254","27-Jun-09","Nielsen","FFP","Queensland","2"
"2255","27-Jun-09","Nielsen","OTH","Queensland","3"
"2256","16-May-09","Nielsen","ALP","Queensland","46"
"2257","16-May-09","Nielsen","COAL","Queensland","40"
"2258","16-May-09","Nielsen","GRN","Queensland","8"
"2259","16-May-09","Nielsen","IND","Queensland","2"
"2260","16-May-09","Nielsen","FFP","Queensland","2"
"2261","16-May-09","Nielsen","OTH","Queensland","2"
"2262","31-Mar-09","Newspoll","ALP","Queensland","46"
"2263","31-Mar-09","Newspoll","GRN","Queensland","7"
"2264","31-Mar-09","Newspoll","OTH","Queensland","8"
"2265","31-Mar-09","Newspoll","COAL","Queensland","39"
"2266","27-Mar-09","Nielsen","ALP","Queensland","48"
"2267","27-Mar-09","Nielsen","COAL","Queensland","41"
"2268","27-Mar-09","Nielsen","GRN","Queensland","7"
"2269","27-Mar-09","Nielsen","IND","Queensland","2"
"2270","27-Mar-09","Nielsen","FFP","Queensland","1"
"2271","27-Mar-09","Nielsen","OTH","Queensland","1"
"2272","31-Dec-08","Newspoll","ALP","Queensland","49"
"2273","31-Dec-08","Newspoll","GRN","Queensland","7"
"2274","31-Dec-08","Newspoll","OTH","Queensland","7"
"2275","31-Dec-08","Newspoll","COAL","Queensland","37"
"2276","15-Nov-08","Nielsen","ALP","Queensland","38"
"2277","15-Nov-08","Nielsen","COAL","Queensland","45"
"2278","15-Nov-08","Nielsen","GRN","Queensland","10"
"2279","15-Nov-08","Nielsen","IND","Queensland","2"
"2280","15-Nov-08","Nielsen","FFP","Queensland","2"
"2281","15-Nov-08","Nielsen","OTH","Queensland","4"
"2282","18-Oct-08","Nielsen","ALP","Queensland","47"
"2283","18-Oct-08","Nielsen","COAL","Queensland","36"
"2284","18-Oct-08","Nielsen","GRN","Queensland","7"
"2285","18-Oct-08","Nielsen","IND","Queensland","4"
"2286","18-Oct-08","Nielsen","FFP","Queensland","2"
"2287","18-Oct-08","Nielsen","OTH","Queensland","4"
"2288","30-Sep-08","Newspoll","ALP","Queensland","47"
"2289","30-Sep-08","Newspoll","GRN","Queensland","7"
"2290","30-Sep-08","Newspoll","OTH","Queensland","8"
"2291","30-Sep-08","Newspoll","COAL","Queensland","38"
"2292","20-Sep-08","Nielsen","ALP","Queensland","47"
"2293","20-Sep-08","Nielsen","COAL","Queensland","40"
"2294","20-Sep-08","Nielsen","GRN","Queensland","5"
"2295","20-Sep-08","Nielsen","IND","Queensland","3"
"2296","20-Sep-08","Nielsen","FFP","Queensland","1"
"2297","20-Sep-08","Nielsen","OTH","Queensland","4"
"2298","30-Jun-08","Newspoll","ALP","Queensland","46"
"2299","30-Jun-08","Newspoll","GRN","Queensland","8"
"2300","30-Jun-08","Newspoll","OTH","Queensland","8"
"2301","30-Jun-08","Newspoll","COAL","Queensland","38"
"2302","14-Jun-08","Nielsen","ALP","Queensland","46"
"2303","14-Jun-08","Nielsen","COAL","Queensland","40"
"2304","14-Jun-08","Nielsen","GRN","Queensland","5"
"2305","14-Jun-08","Nielsen","IND","Queensland","3"
"2306","14-Jun-08","Nielsen","FFP","Queensland","2"
"2307","14-Jun-08","Nielsen","OTH","Queensland","4"
"2308","17-May-08","Nielsen","ALP","Queensland","45"
"2309","17-May-08","Nielsen","COAL","Queensland","43"
"2310","17-May-08","Nielsen","GRN","Queensland","6"
"2311","17-May-08","Nielsen","IND","Queensland","3"
"2312","17-May-08","Nielsen","FFP","Queensland","2"
"2313","17-May-08","Nielsen","OTH","Queensland","2"
"2314","30-Mar-08","Newspoll","ALP","Queensland","47"
"2315","30-Mar-08","Newspoll","GRN","Queensland","8"
"2316","30-Mar-08","Newspoll","OTH","Queensland","9"
"2317","30-Mar-08","Newspoll","COAL","Queensland","36"
"2318","18-Nov-07","Newspoll","ALP","Queensland","49"
"2319","18-Nov-07","Newspoll","GRN","Queensland","3"
"2320","18-Nov-07","Newspoll","OTH","Queensland","7"
"2321","18-Nov-07","Newspoll","COAL","Queensland","41"
"2322","11-Nov-07","Newspoll","ALP","Queensland","49"
"2323","11-Nov-07","Newspoll","GRN","Queensland","3"
"2324","11-Nov-07","Newspoll","OTH","Queensland","5"
"2325","11-Nov-07","Newspoll","COAL","Queensland","43"
"2326","04-Nov-07","Newspoll","ALP","Queensland","50"
"2327","04-Nov-07","Newspoll","GRN","Queensland","3"
"2328","04-Nov-07","Newspoll","OTH","Queensland","5"
"2329","04-Nov-07","Newspoll","COAL","Queensland","42"
"2330","28-Oct-07","Newspoll","ALP","Queensland","52"
"2331","28-Oct-07","Newspoll","GRN","Queensland","3"
"2332","28-Oct-07","Newspoll","OTH","Queensland","5"
"2333","28-Oct-07","Newspoll","COAL","Queensland","40"
"2334","30-Sep-07","Newspoll","ALP","Queensland","46"
"2335","30-Sep-07","Newspoll","GRN","Queensland","3"
"2336","30-Sep-07","Newspoll","OTH","Queensland","8"
"2337","30-Sep-07","Newspoll","COAL","Queensland","43"
"2338","08-Sep-07","Nielsen","ALP","Queensland","49"
"2339","08-Sep-07","Nielsen","COAL","Queensland","43"
"2340","08-Sep-07","Nielsen","GRN","Queensland","4"
"2341","08-Sep-07","Nielsen","IND","Queensland","3"
"2342","08-Sep-07","Nielsen","FFP","Queensland","1"
"2343","08-Sep-07","Nielsen","OTH","Queensland","0"
"2344","30-Jul-07","Newspoll","ALP","Queensland","47"
"2345","30-Jul-07","Newspoll","GRN","Queensland","3"
"2346","30-Jul-07","Newspoll","OTH","Queensland","11"
"2347","30-Jul-07","Newspoll","COAL","Queensland","39"
"2348","31-Mar-07","Newspoll","ALP","Queensland","49"
"2349","31-Mar-07","Newspoll","GRN","Queensland","3"
"2350","31-Mar-07","Newspoll","OTH","Queensland","7"
"2351","31-Mar-07","Newspoll","COAL","Queensland","41"
"2352","30-Nov-06","Newspoll","ALP","Queensland","41"
"2353","30-Nov-06","Newspoll","GRN","Queensland","6"
"2354","30-Nov-06","Newspoll","OTH","Queensland","12"
"2355","30-Nov-06","Newspoll","COAL","Queensland","41"
"2356","30-Sep-06","Newspoll","ALP","Queensland","40"
"2357","30-Sep-06","Newspoll","GRN","Queensland","5"
"2358","30-Sep-06","Newspoll","OTH","Queensland","13"
"2359","30-Sep-06","Newspoll","COAL","Queensland","42"
"2360","30-Jun-06","Newspoll","COAL","Queensland","47"
"2361","30-Jun-06","Newspoll","ALP","Queensland","37"
