"","poll.end.date","poll.source","prime.minister","opposition.leader","variable","value"
"1",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38
"2",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"3",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10
"4",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",8
"5",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"6",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",47
"7",2014-05-17,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",53
"8",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",36
"9",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"10",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11
"11",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Others",15
"12",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",45
"13",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",55
"14",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",30
"15",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",60
"16",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",42
"17",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",39
"18",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",34
"19",2014-05-17,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",44
"20",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",35
"21",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","ALP",40
"22",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Greens",14
"23",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",6
"24",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"25",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",44
"26",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",56
"27",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",34
"28",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",62
"29",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",47
"30",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",39
"31",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",40
"32",2014-05-17,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",51
"33",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",38
"34",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"35",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"36",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",39
"37",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9
"38",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"39",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",8
"40",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"41",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"42",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",35
"43",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",55
"44",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",35
"45",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",37
"46",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",36
"47",2014-05-12,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",37
"48",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",37.8
"49",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","ALP",39.8
"50",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10.5
"51",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",7
"52",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Others",4.9
"53",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",46
"54",2014-05-10,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",54
"55",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",38
"56",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"57",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"58",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"59",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10
"60",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"61",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",8
"62",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"63",2014-05-06,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"64",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",35.5
"65",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"66",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",37.5
"67",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"68",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Greens",12
"69",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5.5
"70",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Others",8
"71",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",45
"72",2014-05-04,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",55
"73",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38
"74",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","ALP",34
"75",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Greens",14
"76",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Others",14
"77",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",47
"78",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",53
"79",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",35
"80",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",56
"81",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",35
"82",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",41
"83",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",40
"84",2014-05-04,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",38
"85",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",34.6
"86",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","National",4.3
"87",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38.9
"88",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","ALP",39.6
"89",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11.2
"90",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",6
"91",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Others",4.3
"92",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",46
"93",2014-05-03,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",54
"94",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",39
"95",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"96",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11
"97",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",6
"98",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Others",7
"99",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"100",2014-05-01,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"101",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",38
"102",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"103",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"104",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"105",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10
"106",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"107",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"108",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"109",2014-04-29,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"110",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",39
"111",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"112",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",41
"113",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"114",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11
"115",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"116",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"117",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",49
"118",2014-04-22,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",51
"119",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",36.5
"120",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"121",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38.5
"122",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","ALP",34
"123",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Greens",13
"124",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"125",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Others",9.5
"126",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"127",2014-04-20,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"128",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",40
"129",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"130",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",42
"131",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"132",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10
"133",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"134",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",7
"135",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",50
"136",2014-04-15,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",50
"137",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"138",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","ALP",34
"139",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Greens",17
"140",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"141",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Others",5
"142",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"143",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"144",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",43
"145",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",50
"146",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",43
"147",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",41
"148",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",45
"149",2014-04-12,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",44
"150",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",40
"151",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"152",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",42
"153",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"154",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9
"155",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",3
"156",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",8
"157",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",49
"158",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",51
"159",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",41
"160",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",47
"161",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",34
"162",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",38
"163",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",42
"164",2014-04-08,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",32
"165",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",43
"166",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","ALP",34
"167",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11
"168",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Others",12
"169",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",51
"170",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",49
"171",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",40
"172",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",47
"173",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",32
"174",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",41
"175",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",41
"176",2014-04-08,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",33
"177",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38.5
"178",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","ALP",34.5
"179",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Greens",12
"180",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",5
"181",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Others",10
"182",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48.5
"183",2014-04-06,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",51.5
"184",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",40
"185",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"186",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",42
"187",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",39
"188",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9
"189",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",3
"190",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",7
"191",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",49
"192",2014-04-01,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",51
"193",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"194",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","ALP",36
"195",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Greens",12
"196",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Others",12
"197",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"198",2014-03-31,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"199",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",43
"200",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"201",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Greens",10
"202",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"203",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"204",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",50
"205",2014-03-30,"Galaxy","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",50
"206",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",36.4
"207",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","National",4.3
"208",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40.7
"209",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","ALP",39.2
"210",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9.4
"211",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4.4
"212",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Others",6.2
"213",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"214",2014-03-27,"ReachTEL","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"215",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",41
"216",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"217",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",44
"218",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",37
"219",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9
"220",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"221",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",7
"222",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",51
"223",2014-03-25,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",49
"224",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",36
"225",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","National",2
"226",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",38
"227",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38.5
"228",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Greens",11
"229",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Others",12.5
"230",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",45.5
"231",2014-03-23,"Morgan Multi","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",54.5
"232",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",40
"233",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","ALP",36
"234",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Greens",13
"235",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Others",11
"236",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",48
"237",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",52
"238",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",40
"239",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",50
"240",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",36
"241",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",43
"242",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",43
"243",2014-03-22,"Newspoll","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",36
"244",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",40
"245",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"246",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",43
"247",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",36
"248",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",9
"249",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",12
"250",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",51
"251",2014-03-18,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",49
"252",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",44
"253",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","ALP",35
"254",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Greens",12
"255",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"256",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Others",6
"257",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",51
"258",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",49
"259",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",45
"260",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",49
"261",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",42
"262",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",42
"263",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",48
"264",2014-03-15,"Nielsen","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",43
"265",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Liberal",40
"266",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","National",3
"267",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition",42
"268",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","ALP",38
"269",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Greens",8
"270",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Palmer United",4
"271",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Others",8
"272",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Coalition (2pp)",50
"273",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Labor (2pp)",50
"274",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (PM)",40
"275",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (PM)",47
"276",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Satisfied (LOTO)",32
"277",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Dissatisfied (LOTO)",39
"278",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (PM)",39
"279",2014-03-11,"Essential","MR TONY ABBOTT","MR BILL SHORTEN","Preferred Prime Minister (LOTO)",33
