"","poll.end.date","poll.source","prime.minister","opposition.leader","variable","value"
"2168",2012-09-20,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",52.5
"2169",2012-09-20,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",47.5
"2170",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",45
"2171",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2172",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",48
"2173",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34
"2174",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",9
"2175",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2176",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",55
"2177",2012-09-17,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",45
"2178",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",37.5
"2179",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2180",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",40.5
"2181",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",35
"2182",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",12
"2183",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",12.5
"2184",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",50.5
"2185",2012-09-16,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",49.5
"2186",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",41
"2187",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",36
"2188",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",12
"2189",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",11
"2190",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",50
"2191",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",50
"2192",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",36
"2193",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",52
"2194",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",30
"2195",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",60
"2196",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",46
"2197",2012-09-16,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",32
"2198",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",45
"2199",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34
"2200",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2201",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Family First",2
"2202",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2203",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",54
"2204",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",46
"2205",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",42
"2206",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",53
"2207",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",36
"2208",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",59
"2209",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",47
"2210",2012-09-15,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",44
"2211",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",44
"2212",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2213",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",47
"2214",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34
"2215",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",9
"2216",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2217",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",55
"2218",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",45
"2219",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",35
"2220",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",54
"2221",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",32
"2222",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",55
"2223",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",40
"2224",2012-09-10,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",37
"2225",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",44
"2226",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2227",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",47
"2228",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34
"2229",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",9
"2230",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2231",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",55
"2232",2012-09-03,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",45
"2233",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",39.5
"2234",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",2
"2235",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",41.5
"2236",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34.5
"2237",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11.5
"2238",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",12.5
"2239",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",51.5
"2240",2012-09-02,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",48.5
"2241",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",46
"2242",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",33
"2243",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",8
"2244",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",13
"2245",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",55
"2246",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",45
"2247",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",31
"2248",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",57
"2249",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",31
"2250",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",59
"2251",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",39
"2252",2012-09-02,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",38
"2253",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2254",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2255",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2256",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2257",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2258",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2259",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2260",2012-08-27,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2261",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",45
"2262",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2263",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11
"2264",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Family First",2
"2265",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Others",11
"2266",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2267",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2268",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",39
"2269",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",57
"2270",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",39
"2271",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",57
"2272",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",46
"2273",2012-08-25,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",45
"2274",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2275",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2276",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2277",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2278",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2279",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2280",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",57
"2281",2012-08-20,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",43
"2282",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",42
"2283",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",2
"2284",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",44
"2285",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",34.5
"2286",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2287",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",11.5
"2288",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",53
"2289",2012-08-19,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",47
"2290",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",45
"2291",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",35
"2292",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11
"2293",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2294",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",53
"2295",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",47
"2296",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",27
"2297",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",60
"2298",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",34
"2299",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",54
"2300",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",38
"2301",2012-08-19,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",38
"2302",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2303",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2304",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2305",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2306",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2307",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",8
"2308",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2309",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2310",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",31
"2311",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",57
"2312",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",36
"2313",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",51
"2314",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",36
"2315",2012-08-13,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",38
"2316",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2317",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2318",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2319",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",33
"2320",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2321",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",8
"2322",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2323",2012-08-06,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2324",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",41.5
"2325",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",2
"2326",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",43.5
"2327",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2328",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11.5
"2329",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",13
"2330",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",53.5
"2331",2012-08-05,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",46.5
"2332",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",45
"2333",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",33
"2334",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2335",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",12
"2336",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",54
"2337",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",46
"2338",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",29
"2339",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",59
"2340",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",32
"2341",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",56
"2342",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",36
"2343",2012-08-05,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",38
"2344",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",45
"2345",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2346",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2347",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",33
"2348",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2349",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",8
"2350",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",55
"2351",2012-07-30,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",45
"2352",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",47
"2353",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","ALP",30
"2354",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Greens",12
"2355",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Family First",2
"2356",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2357",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",58
"2358",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",42
"2359",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",37
"2360",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",58
"2361",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",39
"2362",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",56
"2363",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",43
"2364",2012-07-28,"Nielsen","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",48
"2365",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",45
"2366",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",4
"2367",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2368",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",33
"2369",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2370",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2371",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2372",2012-07-23,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2373",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",41.5
"2374",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",1.5
"2375",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",43
"2376",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",31.5
"2377",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",12
"2378",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",13.5
"2379",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",54
"2380",2012-07-22,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",46
"2381",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",46
"2382",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",28
"2383",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11
"2384",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",15
"2385",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2386",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2387",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",29
"2388",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",62
"2389",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",30
"2390",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",61
"2391",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",36
"2392",2012-07-22,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",40
"2393",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2394",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2395",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2396",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",31
"2397",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2398",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2399",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",57
"2400",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",43
"2401",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",32
"2402",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",58
"2403",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",35
"2404",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",53
"2405",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",37
"2406",2012-07-16,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",38
"2407",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",46
"2408",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",4
"2409",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",49
"2410",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",31
"2411",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11
"2412",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2413",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2414",2012-07-09,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2415",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",41
"2416",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","National",2
"2417",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",43
"2418",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","ALP",29.5
"2419",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Greens",14.5
"2420",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Others",13
"2421",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",54
"2422",2012-07-08,"Morgan","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",46
"2423",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",48
"2424",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","ALP",31
"2425",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Greens",11
"2426",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Others",10
"2427",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2428",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
"2429",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (PM)",27
"2430",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (PM)",61
"2431",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Satisfied (LOTO)",32
"2432",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Dissatisfied (LOTO)",57
"2433",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (PM)",36
"2434",2012-07-08,"Newspoll","MS JULIA GILLARD","MR TONY ABBOTT","Preferred Prime Minister (LOTO)",39
"2435",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Liberal",45
"2436",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","National",3
"2437",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition",48
"2438",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","ALP",32
"2439",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Greens",10
"2440",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Others",9
"2441",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Coalition (2pp)",56
"2442",2012-07-02,"Essential","MS JULIA GILLARD","MR TONY ABBOTT","Labor (2pp)",44
