"","poll.end.date","poll.source","liberal","national","coalition","alp","greens","palmer.united","family.first","democrats","pauline.hanson.one.nation","others","coalition.2pp","labor.2pp","satisfied.pm","dissatisfied.pm","satisfied.loto","dissatisfied.loto","prime.minister.ppm","opposition.leader..ppm.","prime.minister","opposition.leader"
"480",2010-09-27,"Essential",40,3,43,42,9,NA,NA,NA,NA,6,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"481",2010-09-20,"Essential",42,3,45,40,9,NA,NA,NA,NA,6,50,50,45,37,43,37,47,35,"MS JULIA GILLARD","MR TONY ABBOTT"
"482",2010-09-19,"Morgan",36.5,4.5,41,40.5,13,NA,2,NA,NA,3.5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"483",2010-09-16,"Morgan",39.5,3,42.5,35.5,15,NA,2.5,NA,NA,4.5,49.5,50.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"484",2010-09-13,"Essential",41,3,44,39,10,NA,NA,NA,NA,6,50,50,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"485",2010-09-12,"Newspoll",NA,NA,41,34,14,NA,NA,NA,NA,11,50,50,44,36,48,38,50,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"486",2010-09-06,"Essential",40,3,43,39,11,NA,NA,NA,NA,8,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"487",2010-09-05,"Morgan",35.5,4,39.5,40.5,15,NA,2,NA,NA,3,45.5,54.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"488",2010-08-29,"Essential",41,3,44,38,11,NA,NA,NA,NA,7,50,50,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"489",2010-08-26,"Morgan",37,3,40,36,13,NA,2,NA,NA,9,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"490",2010-08-23,"Morgan",NA,NA,44.5,40.5,10,NA,2,NA,NA,3,49.5,50.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"491",2010-08-21,"Election",NA,NA,43.6,38,11.8,NA,0,0,0,6.6,49.9,50.1,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"492",2010-08-21,"Morgan",NA,NA,43.6,38,11.8,NA,2.3,NA,NA,4.3,49.9,50.1,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"493",2010-08-20,"Morgan",NA,NA,42.5,39,11.5,NA,1.5,NA,NA,5.5,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"494",2010-08-20,"Essential",40,3,43,38,12,NA,NA,NA,NA,7,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"495",2010-08-19,"Newspoll",NA,NA,43.4,36.2,13.9,NA,NA,NA,NA,6.5,49.8,50.2,44,43,42,50,50,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"496",2010-08-19,"Nielsen",NA,NA,41.5,39,13,NA,1.5,NA,NA,5,48,52,50,41,46,49,51,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"497",2010-08-19,"Morgan",NA,NA,42,38,13,NA,1.5,NA,NA,5.5,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"498",2010-08-16,"Essential",41,3,44,39,10,NA,NA,NA,NA,6,49,51,46,40,41,44,46,35,"MS JULIA GILLARD","MR TONY ABBOTT"
"499",2010-08-15,"Newspoll",NA,NA,41,38,14,NA,NA,NA,NA,7,48,52,44,38,43,46,50,35,"MS JULIA GILLARD","MR TONY ABBOTT"
"500",2010-08-15,"Morgan",NA,NA,43,40,13.5,NA,1.5,NA,NA,2,48,52,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"501",2010-08-14,"Morgan",NA,NA,44,40.5,12.5,NA,1,NA,NA,2,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"502",2010-08-12,"Nielsen",NA,NA,41,40,12,NA,1,NA,NA,5,47,53,54,36,45,48,52,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"503",2010-08-09,"Essential",39,3,42,41,10,NA,NA,NA,NA,7,48,52,45,40,40,45,45,33,"MS JULIA GILLARD","MR TONY ABBOTT"
"504",2010-08-08,"Newspoll",NA,NA,42,38,13,NA,NA,NA,NA,7,48,52,43,41,41,49,49,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"505",2010-08-08,"Morgan",NA,NA,37,43,15.5,NA,2,NA,NA,2.5,42.5,57.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"506",2010-08-05,"Nielsen",NA,NA,44,36,13,NA,1,NA,NA,5,51,49,52,38,50,43,49,41,"MS JULIA GILLARD","MR TONY ABBOTT"
"507",2010-08-03,"Morgan",NA,NA,45,38,11,NA,1,NA,NA,5,50,50,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"508",2010-08-02,"Essential",37,2,39,40,13,NA,NA,NA,NA,8,46,54,46,38,38,48,48,30,"MS JULIA GILLARD","MR TONY ABBOTT"
"509",2010-08-01,"Newspoll",NA,NA,44,37,12,NA,NA,NA,NA,7,50,50,42,40,44,46,50,35,"MS JULIA GILLARD","MR TONY ABBOTT"
"510",2010-08-01,"Morgan",NA,NA,41,44,10,NA,1,NA,NA,4,47,53,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"511",2010-07-29,"Nielsen",NA,NA,45,36,12,NA,1,NA,NA,5.5,52,48,51,39,49,45,49,41,"MS JULIA GILLARD","MR TONY ABBOTT"
"512",2010-07-28,"Morgan",NA,NA,42,42,11,NA,1.5,NA,NA,3.5,47,53,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"513",2010-07-25,"Newspoll",NA,NA,42,40,12,NA,NA,NA,NA,6,48,52,41,37,40,46,50,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"514",2010-07-25,"Morgan",NA,NA,37,43.5,11.5,NA,1.5,NA,NA,6.5,44.5,55.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"515",2010-07-25,"Essential",37,2,39,41,13,NA,NA,NA,NA,8,45,55,49,33,35,46,51,26,"MS JULIA GILLARD","MR TONY ABBOTT"
"516",2010-07-22,"Nielsen",NA,NA,41,42,12,NA,1,NA,NA,4.5,46,54,56,33,43,51,55,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"517",2010-07-21,"Morgan",NA,NA,38.5,44,11.5,NA,2,NA,NA,4,44.5,55.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"518",2010-07-19,"Essential",37,2,39,41,13,NA,NA,NA,NA,7,45,55,52,30,40,44,50,27,"MS JULIA GILLARD","MR TONY ABBOTT"
"519",2010-07-18,"Newspoll",34,4,38,42,12,NA,NA,NA,NA,8,45,55,48,29,36,51,57,27,"MS JULIA GILLARD","MR TONY ABBOTT"
"520",2010-07-18,"Morgan",NA,NA,39.5,44.5,10.5,NA,1.5,NA,NA,4,44,56,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"521",2010-07-18,"Galaxy",39,5,44,38,12,NA,NA,NA,NA,6,50,50,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"522",2010-07-16,"Galaxy",38,4,42,39,13,NA,NA,NA,NA,6,48,52,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"523",2010-07-11,"Morgan",NA,NA,41,40.5,12,NA,1.5,NA,NA,5,45.5,54.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"524",2010-07-11,"Galaxy",38,4,42,39,14,NA,NA,NA,NA,5,48,52,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"525",2010-07-11,"Essential",36,3,38,41,13,NA,NA,NA,NA,8,45,55,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"526",2010-07-10,"Nielsen",NA,NA,42,39,13,NA,1,NA,NA,3,48,52,54,32,43,51,56,35,"MS JULIA GILLARD","MR TONY ABBOTT"
"527",2010-07-05,"Essential",36,3,39,42,11,NA,NA,NA,NA,8,46,54,48,27,37,47,53,26,"MS JULIA GILLARD","MR TONY ABBOTT"
"528",2010-07-04,"Morgan",NA,NA,38,45.5,10.5,NA,1.5,NA,NA,4.5,45,55,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"529",2010-06-29,"Essential",36,3,39,42,9,NA,NA,NA,NA,10,46,54,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"530",2010-06-28,"Morgan",NA,NA,45.5,38.5,9,NA,1.5,NA,NA,5.5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"531",2010-06-27,"Newspoll",37,3,40,42,10,NA,NA,NA,NA,8,47,53,NA,NA,42,41,53,29,"MS JULIA GILLARD","MR TONY ABBOTT"
"532",2010-06-25,"Nielsen",NA,NA,42,47,8,NA,1,NA,NA,3.5,45,55,NA,NA,40,46,55,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"533",2010-06-25,"Galaxy",38,4,42,41,12,NA,NA,NA,NA,5,48,52,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"534",2010-06-24,"PM Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"535",2010-06-24,"Galaxy",38,4,42,41,11,NA,NA,NA,NA,6,48,52,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"536",2010-06-22,"Essential",37,3,40,38,11,NA,NA,NA,NA,11,48,52,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"537",2010-06-20,"Newspoll",36,4,40,35,15,NA,NA,NA,NA,10,48,52,36,55,38,49,46,37,"MR KEVIN RUDD","MR TONY ABBOTT"
"538",2010-06-20,"Morgan",NA,NA,41,41,12.5,NA,1.5,NA,NA,4,47,53,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"539",2010-06-15,"Essential",38,3,41,35,14,NA,NA,NA,NA,10,49,51,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"540",2010-06-13,"Morgan",NA,NA,41,38,13,NA,1.5,NA,NA,6.5,48.5,51.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"541",2010-06-07,"Essential",38,3,40,37,12,NA,NA,NA,NA,10,48,52,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"542",2010-06-06,"Morgan",NA,NA,41.5,40,11,NA,2.5,NA,NA,2,48,52,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"543",2010-06-05,"Nielsen",NA,NA,43,33,15,NA,2,NA,NA,7,53,47,41,52,41,51,49,39,"MR KEVIN RUDD","MR TONY ABBOTT"
"544",2010-05-31,"Essential",39,2,41,39,9,NA,NA,NA,NA,10,49,51,41,47,35,50,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"545",2010-05-30,"Newspoll",38,3,41,35,16,NA,NA,NA,NA,8,49,51,36,54,37,49,49,33,"MR KEVIN RUDD","MR TONY ABBOTT"
"546",2010-05-30,"Morgan",NA,NA,41,42,8.5,NA,1.5,NA,NA,7,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"547",2010-05-27,"Morgan",NA,NA,43,37.5,11.5,NA,1.5,NA,NA,6.5,50,50,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"548",2010-05-24,"Essential",39,2,41,40,10,NA,NA,NA,NA,9,48,52,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"549",2010-05-23,"Morgan",NA,NA,41,42.5,11,NA,2,NA,NA,3.5,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"550",2010-05-17,"Essential",41,2,43,38,10,NA,NA,NA,NA,9,50,50,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"551",2010-05-16,"Newspoll",40,3,43,37,12,NA,NA,NA,NA,8,50,50,39,51,42,45,49,33,"MR KEVIN RUDD","MR TONY ABBOTT"
"552",2010-05-16,"Morgan",NA,NA,43,37.5,12,NA,1.5,NA,NA,6,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"553",2010-05-16,"Galaxy",38,5,43,37,12,NA,NA,NA,NA,8,50,50,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"554",2010-05-13,"Morgan",NA,NA,46,36,11.5,NA,2,NA,NA,4.5,52,48,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"555",2010-05-10,"Essential",39,3,42,37,11,NA,NA,NA,NA,10,50,50,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"556",2010-05-09,"Morgan",NA,NA,42.5,41,9,NA,2.5,NA,NA,5,48.5,51.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"557",2010-05-08,"Nielsen",NA,NA,42,37,13,NA,3,NA,NA,5,50,50,45,49,46,45,53,38,"MR KEVIN RUDD","MR TONY ABBOTT"
"558",2010-05-05,"Morgan",NA,NA,44.5,39.5,9,NA,1.5,NA,NA,5.5,50,50,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"559",2010-05-03,"Essential",36,3,39,40,11,NA,NA,NA,NA,10,47,53,46,42,39,43,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"560",2010-05-02,"Newspoll",38,5,43,35,10,NA,NA,NA,NA,12,51,49,39,50,45,43,50,32,"MR KEVIN RUDD","MR TONY ABBOTT"
"561",2010-04-25,"Morgan",NA,NA,40.5,44,8,NA,2.5,NA,NA,5,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"562",2010-04-25,"Essential",36,3,39,42,9,NA,NA,NA,NA,10,46,54,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"563",2010-04-19,"Essential",37,2,39,42,11,NA,NA,NA,NA,9,46,54,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"564",2010-04-18,"Newspoll",37,3,40,43,10,NA,NA,NA,NA,7,46,54,50,41,46,40,56,29,"MR KEVIN RUDD","MR TONY ABBOTT"
"565",2010-04-18,"Morgan",NA,NA,37.5,43,12,NA,2,NA,NA,5.5,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"566",2010-04-17,"Nielsen",NA,NA,42,39,12,NA,1,NA,NA,4,49,51,59,36,46,45,59,34,"MR KEVIN RUDD","MR TONY ABBOTT"
"567",2010-04-12,"Essential",37,3,40,41,11,NA,NA,NA,NA,8,46,54,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"568",2010-04-06,"Essential",36,3,39,43,10,NA,NA,NA,NA,9,46,54,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"569",2010-04-04,"Morgan",NA,NA,36.5,48,8.5,NA,2.5,NA,NA,4.5,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"570",2010-03-29,"Essential",36,3,39,43,9,NA,NA,NA,NA,9,46,54,53,36,33,50,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"571",2010-03-28,"Newspoll",35,3,38,43,12,NA,NA,NA,NA,7,44,56,51,39,44,43,59,27,"MR KEVIN RUDD","MR TONY ABBOTT"
"572",2010-03-22,"Galaxy",38,6,44,29,14,NA,NA,NA,NA,13,57,43,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"573",2010-03-22,"Essential",35,3,38,45,9,NA,NA,NA,NA,9,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"574",2010-03-21,"Morgan",NA,NA,37,44.5,11,NA,2,NA,NA,5.5,43.5,56.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"575",2010-03-15,"Essential",35,3,38,45,9,NA,NA,NA,NA,8,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"576",2010-03-14,"Newspoll",37,4,41,39,11,NA,NA,NA,NA,9,48,52,48,41,47,38,55,30,"MR KEVIN RUDD","MR TONY ABBOTT"
"577",2010-03-09,"Essential",37,3,40,43,9,NA,NA,NA,NA,9,46,54,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"578",2010-03-07,"Morgan",NA,NA,38.5,45,8.5,NA,2,NA,NA,6,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"579",2010-03-06,"Nielsen",NA,NA,42,42,9,NA,1,NA,NA,5,47,53,57,37,50,41,57,35,"MR KEVIN RUDD","MR TONY ABBOTT"
"580",2010-03-01,"Essential",37,3,40,42,9,NA,NA,NA,NA,9,47,53,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"581",2010-02-28,"Newspoll",37,4,41,40,9,NA,NA,NA,NA,10,48,52,51,40,48,38,55,30,"MR KEVIN RUDD","MR TONY ABBOTT"
"582",2010-02-22,"Essential",37,3,40,43,8,NA,NA,NA,NA,9,46,54,52,37,45,36,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"583",2010-02-21,"Morgan",NA,NA,37.5,45,9,NA,2.5,NA,NA,6,43.5,56.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"584",2010-02-15,"Essential",36,2,38,44,10,NA,NA,NA,NA,8,45,55,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"585",2010-02-14,"Newspoll",36,4,40,39,12,NA,NA,NA,NA,9,47,53,50,40,44,37,55,27,"MR KEVIN RUDD","MR TONY ABBOTT"
"586",2010-02-14,"Morgan",NA,NA,37,47,9,NA,2,NA,NA,5,42.5,57.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"587",2010-02-11,"Morgan",NA,NA,41,42,10.5,NA,1,NA,NA,5.5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"588",2010-02-08,"Essential",35,3,38,44,10,NA,NA,NA,NA,8,45,55,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"589",2010-02-06,"Nielsen",NA,NA,41,42,10,NA,2,NA,NA,6,46,54,60,33,44,41,58,31,"MR KEVIN RUDD","MR TONY ABBOTT"
"590",2010-02-01,"Essential",35,3,38,45,9,NA,NA,NA,NA,8,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"591",2010-01-31,"Newspoll",37,4,41,40,12,NA,NA,NA,NA,7,48,52,50,38,41,39,58,26,"MR KEVIN RUDD","MR TONY ABBOTT"
"592",2010-01-31,"Morgan",NA,NA,38,46,8.5,NA,1.5,NA,NA,6,43.5,56.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"593",2010-01-24,"Essential",34,2,37,46,8,NA,NA,NA,NA,9,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"594",2010-01-18,"Essential",35,3,38,45,8,NA,NA,NA,NA,9,44,56,55,33,37,37,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"595",2010-01-17,"Newspoll",34,4,38,40,12,NA,NA,NA,NA,10,46,54,52,34,40,35,57,25,"MR KEVIN RUDD","MR TONY ABBOTT"
"596",2010-01-17,"Morgan",NA,NA,35.5,47.5,10,NA,2,NA,NA,5,41.5,58.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"597",2010-01-14,"Morgan",NA,NA,39,43,9.5,NA,1.5,NA,NA,7,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"598",2010-01-14,"Galaxy",37,6,43,39,15,NA,NA,NA,NA,13,56,44,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"599",2010-01-03,"Morgan",NA,NA,37,45.5,10,NA,2,NA,NA,5.5,43,57,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"600",2009-12-21,"Essential",34,3,37,47,8,NA,NA,NA,NA,8,43,57,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"601",2009-12-14,"Essential",32,3,35,46,10,NA,NA,NA,NA,9,42,58,57,32,34,36,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"602",2009-12-13,"Morgan",NA,NA,35.5,49,8,NA,1.5,NA,NA,6,41,59,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"603",2009-12-09,"Morgan",NA,NA,41.5,42,9.5,NA,1.5,NA,NA,5.5,47,53,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"604",2009-12-07,"Essential",30,4,34,46,9,NA,NA,NA,NA,11,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"605",2009-12-06,"Newspoll",34,4,38,43,11,NA,NA,NA,NA,8,44,56,58,32,NA,NA,60,23,"MR KEVIN RUDD","MR TONY ABBOTT"
"606",2009-12-03,"Morgan",NA,NA,43,41,10.5,NA,1.5,NA,NA,4,47,53,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"607",2009-12-01,"LOTO Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR TONY ABBOTT"
"608",2009-11-29,"Newspoll",30,5,35,43,12,NA,NA,NA,NA,10,43,57,56,34,36,50,65,14,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"609",2009-11-29,"Morgan",NA,NA,35,47,9.5,NA,3,NA,NA,5.5,41.5,58.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"610",2009-11-29,"Essential",31,4,35,47,8,NA,NA,NA,NA,10,42,58,56,35,25,55,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"611",2009-11-28,"Nielsen",NA,NA,37,42,13,NA,2,1,NA,6,44,56,66,29,41,51,67,21,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"612",2009-11-22,"Morgan",NA,NA,35.5,48,9,NA,1.5,NA,NA,6,41.5,58.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"613",2009-11-16,"Essential",36,3,39,45,9,NA,NA,NA,NA,7,45,55,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"614",2009-11-15,"Newspoll",33,4,37,43,11,NA,NA,NA,NA,9,44,56,56,34,34,50,63,22,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"615",2009-11-15,"Morgan",NA,NA,36.5,45,9,NA,3,NA,NA,6.5,43.5,56.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"616",2009-11-12,"Morgan",NA,NA,41.5,42.5,8,NA,1,NA,NA,7,48,52,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"617",2009-11-09,"Essential",33,2,35,48,9,NA,NA,NA,NA,8,41,59,61,32,29,50,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"618",2009-11-08,"Morgan",NA,NA,38.5,46.5,8,NA,2,NA,NA,5,44,56,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"619",2009-11-07,"Nielsen",NA,NA,38,45,9,NA,2,1,NA,4,44,56,68,28,37,53,68,24,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"620",2009-11-02,"Essential",33,2,35,49,8,NA,NA,NA,NA,8,41,59,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"621",2009-11-01,"Newspoll",36,5,41,41,10,NA,NA,NA,NA,8,48,52,59,32,32,51,63,19,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"622",2009-11-01,"Morgan",NA,NA,35,51,9.5,NA,2,NA,NA,5,39,61,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"623",2009-10-25,"Morgan",NA,NA,34.5,52,7.5,NA,2,NA,NA,4,39.5,60.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"624",2009-10-19,"Essential",34,3,37,49,7,NA,NA,NA,NA,7,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"625",2009-10-18,"Newspoll",30,4,34,48,10,NA,NA,NA,NA,8,41,59,63,28,32,54,65,19,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"626",2009-10-12,"Essential",34,3,37,47,8,NA,NA,NA,NA,8,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"627",2009-10-11,"Newspoll",32,4,36,47,10,NA,NA,NA,NA,7,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"628",2009-10-11,"Morgan",NA,NA,34.5,49.5,9,NA,2.5,NA,NA,5,40,60,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"629",2009-10-10,"Nielsen",NA,NA,37,46,10,NA,1,1,NA,5,43,57,71,23,35,53,69,23,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"630",2009-10-08,"Morgan",NA,NA,37.5,46.5,10.5,NA,1,NA,NA,5,42,58,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"631",2009-10-05,"Essential",32,2,34,50,8,NA,NA,NA,NA,8,40,60,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"632",2009-10-01,"Newspoll",31,4,35,46,10,NA,NA,NA,NA,9,42,58,67,24,33,48,67,18,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
"633",2009-09-27,"Morgan",NA,NA,35.5,51,7.5,NA,2.5,NA,NA,4,40.5,59.5,NA,NA,NA,NA,NA,NA,"MR KEVIN RUDD","MR MALCOLM TURNBULL"
