"","poll.end.date","poll.source","liberal","national","coalition","alp","greens","palmer.united","family.first","democrats","pauline.hanson.one.nation","others","coalition.2pp","labor.2pp","satisfied.pm","dissatisfied.pm","satisfied.loto","dissatisfied.loto","prime.minister.ppm","opposition.leader..ppm.","prime.minister","opposition.leader"
"1446",1998-03-26,"Morgan",NA,NA,42,40,3,NA,NA,4.5,5,5.5,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1447",1998-03-15,"Newspoll",NA,NA,40,44,2,NA,NA,3,2,9,NA,NA,34,54,46,34,36,36,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1448",1998-03-12,"Morgan",NA,NA,41.5,41.5,2,NA,NA,5,4.5,5.5,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1449",1998-03-01,"Nielsen",NA,NA,38,40,3,NA,NA,6,6,6,48,52,47,40,51,31,45,35,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1450",1998-03-01,"Newspoll",NA,NA,40,45,2,NA,NA,3,3,7,NA,NA,40,49,51,29,37,36,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1451",1998-02-26,"Morgan",NA,NA,40.5,44.5,2,NA,NA,4.5,4.5,4,49,51,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1452",1998-02-15,"Newspoll",NA,NA,40,43,4,NA,NA,3,3,7,NA,NA,43,46,55,27,37,37,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1453",1998-02-12,"Morgan",NA,NA,39.5,43,2,NA,NA,6,5.5,4,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1454",1998-02-01,"Nielsen",NA,NA,37,45,3,NA,NA,5,5,4,44,56,44,44,54,31,43,41,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1455",1998-02-01,"Newspoll",NA,NA,44,40,1,NA,NA,4,4,7,NA,NA,37,48,49,29,38,37,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1456",1998-01-29,"Morgan",NA,NA,39.5,44.5,2.5,NA,NA,5,5.5,3,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1457",1998-01-18,"Newspoll",NA,NA,42,43,1,NA,NA,4,3,7,NA,NA,36,53,49,33,36,37,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1458",1998-01-15,"Morgan",NA,NA,41.5,41.5,3,NA,NA,5,5.5,3.5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1459",1997-12-14,"Newspoll",NA,NA,41,41,3,NA,NA,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1460",1997-12-11,"Morgan",NA,NA,43,41,2.5,NA,NA,5.5,5,3,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1461",1997-12-07,"Newspoll",NA,NA,40,44,2,NA,NA,5,2,7,NA,NA,36,54,48,34,36,38,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1462",1997-11-27,"Morgan",NA,NA,37.5,46,2.5,NA,NA,6,4.5,3.5,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1463",1997-11-23,"Nielsen",NA,NA,36,42,4,NA,NA,5,7,6,46,54,41,51,54,32,41,43,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1464",1997-11-23,"Newspoll",NA,NA,37,45,2,NA,NA,3,4,9,NA,NA,35,54,48,34,36,40,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1465",1997-11-13,"Morgan",NA,NA,38.5,43.5,2.5,NA,NA,6,4.5,5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1466",1997-11-09,"Newspoll",NA,NA,39,43,2,NA,NA,4,3,9,NA,NA,33,56,49,34,35,38,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1467",1997-10-30,"Morgan",NA,NA,38.5,43.5,2,NA,NA,6,6,4,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1468",1997-10-26,"Newspoll",NA,NA,39,45,1,NA,NA,4,2,9,NA,NA,32,56,46,37,37,38,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1469",1997-10-19,"Newspoll",NA,NA,39,45,1,NA,NA,5,3,7,NA,NA,31,56,45,33,34,35,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1470",1997-10-18,"Nielsen",NA,NA,38,42,3,NA,NA,6,6,5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1471",1997-10-16,"Morgan",NA,NA,38,42.5,1.5,NA,NA,6.5,6,5.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1472",1997-10-12,"Nielsen",NA,NA,40,36,3,NA,NA,7,7,6,50,50,45,46,49,36,45,36,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1473",1997-10-12,"Newspoll",NA,NA,43,39,2,NA,NA,5,3,8,NA,NA,40,50,46,38,43,30,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1474",1997-10-09,"Morgan",NA,NA,46.5,32,2,NA,NA,8.5,7.5,3.5,57.5,42.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1475",1997-09-28,"Newspoll",NA,NA,42,37,1,NA,NA,5,5,10,NA,NA,36,51,44,37,38,33,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1476",1997-09-25,"Morgan",NA,NA,41.5,40,2,NA,NA,6,8,2.5,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1477",1997-09-21,"Newspoll",NA,NA,43,37,2,NA,NA,6,4,8,NA,NA,42,47,41,39,43,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1478",1997-09-18,"Morgan",NA,NA,41,37,3.5,NA,NA,6.5,8,4,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1479",1997-09-11,"Morgan",NA,NA,41.5,36,2,NA,NA,7.5,8.5,4.5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1480",1997-09-07,"Newspoll",NA,NA,41,40,3,NA,NA,5,4,7,NA,NA,42,47,45,39,43,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1481",1997-08-28,"Morgan",NA,NA,40.5,36.5,3,NA,NA,7,8,5,51,49,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1482",1997-08-24,"Newspoll",NA,NA,42,39,2,NA,NA,5,5,7,NA,NA,38,50,41,42,43,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1483",1997-08-17,"Nielsen",NA,NA,39,38,3,NA,NA,7,9,5,49,51,46,42,45,38,48,34,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1484",1997-08-16,"Morgan",NA,NA,43,33,3,NA,NA,7.5,8,5.5,53.5,46.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1485",1997-08-10,"Newspoll",NA,NA,43,37,2,NA,NA,4,6,8,NA,NA,42,46,43,34,42,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1486",1997-08-07,"Morgan",NA,NA,35,40.5,1.5,NA,NA,9,10,4,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1487",1997-07-31,"Morgan",NA,NA,40.5,36,3.5,NA,NA,8,8,4,51,49,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1488",1997-07-27,"Newspoll",NA,NA,42,36,3,NA,NA,5,7,7,NA,NA,44,45,45,34,43,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1489",1997-07-17,"Morgan",NA,NA,42,35.5,3.5,NA,NA,6.5,8,4.5,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1490",1997-07-13,"Newspoll",NA,NA,42,40,2,NA,NA,4,6,6,NA,NA,40,48,42,41,44,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1491",1997-07-03,"Morgan",NA,NA,40.5,34,3,NA,NA,7.5,10,5,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1492",1997-06-29,"Newspoll",NA,NA,42,37,2,NA,NA,6,6,7,NA,NA,40,47,42,41,42,30,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1493",1997-06-19,"Morgan",NA,NA,42,34,2.5,NA,NA,6.5,11,4,54.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1494",1997-06-15,"Newspoll",NA,NA,44,36,2,NA,NA,3,7,8,NA,NA,42,44,43,38,47,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1495",1997-06-05,"Morgan",NA,NA,41.5,34,3,NA,NA,8.5,9,4,55,45,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1496",1997-06-01,"Newspoll",NA,NA,43,37,1,NA,NA,5,7,7,NA,NA,42,46,38,40,45,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1497",1997-05-25,"Nielsen",NA,NA,39,35,4,NA,NA,5,12,4,50,50,46,43,49,34,49,34,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1498",1997-05-22,"Morgan",NA,NA,41.5,32.5,2.5,NA,NA,6,12,5.5,55,45,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1499",1997-05-18,"Newspoll",NA,NA,41,37,2,NA,NA,4,9,7,NA,NA,37,48,44,35,45,27,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1500",1997-05-15,"Morgan",NA,NA,38.5,35.5,2.5,NA,NA,6,12.5,5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1501",1997-05-11,"Newspoll",NA,NA,40,39,2,NA,NA,4,9,6,NA,NA,41,43,40,37,45,22,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1502",1997-05-04,"Newspoll",NA,NA,41,39,2,NA,NA,5,7,6,NA,NA,45,40,39,35,47,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1503",1997-05-04,"Nielsen",NA,NA,38,34,4,NA,NA,8,10,5,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1504",1997-04-27,"Nielsen",NA,NA,44,36,3,NA,NA,8,NA,10,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1505",1997-04-23,"Morgan",NA,NA,40,34.5,3,NA,NA,7.5,10,5,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1506",1997-04-20,"Newspoll",NA,NA,45,37,2,NA,NA,4,4,8,NA,NA,44,43,39,39,50,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1507",1997-04-13,"Nielsen",NA,NA,43,35,3,NA,NA,8,NA,11,53,47,NA,NA,NA,NA,51,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1508",1997-04-10,"Morgan",NA,NA,48,35.5,3,NA,NA,7,NA,6.5,55.5,44.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1509",1997-04-08,"Morgan",NA,NA,42,30,2.5,NA,NA,6,13.5,6,55.5,44.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1510",1997-04-06,"Newspoll",NA,NA,47,37,2,NA,NA,5,1,8,NA,NA,49,37,40,36,53,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1511",1997-03-26,"Morgan",NA,NA,43.5,35,4,NA,NA,10,NA,7.5,53,47,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1512",1997-03-20,"Morgan",NA,NA,49.5,35.5,1.5,NA,NA,6.5,NA,7,55.5,44.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1513",1997-03-16,"Newspoll",NA,NA,49,37,3,NA,NA,4,NA,7,NA,NA,52,35,43,33,52,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1514",1997-03-13,"Morgan",NA,NA,50,34.5,2,NA,NA,7.5,NA,6,57.5,42.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1515",1997-03-02,"Newspoll",NA,NA,49,36,2,NA,NA,6,NA,7,NA,NA,51,36,46,33,53,23,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1516",1997-02-27,"Morgan",NA,NA,47,36,2.5,NA,NA,7.5,NA,7,54.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1517",1997-02-16,"Newspoll",NA,NA,45,38,3,NA,NA,5,NA,9,NA,NA,49,38,42,34,49,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1518",1997-02-16,"Nielsen",NA,NA,46,36,4,NA,NA,8,NA,6,54,46,NA,NA,NA,NA,53,30,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1519",1997-02-13,"Morgan",NA,NA,46,36,4,NA,NA,7,NA,7,53.5,46.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1520",1997-02-02,"Newspoll",NA,NA,45,40,NA,NA,NA,NA,NA,15,NA,NA,52,34,43,33,53,23,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1521",1997-01-30,"Morgan",NA,NA,49,32.5,3,NA,NA,10.5,NA,5,56.5,43.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1522",1997-01-19,"Newspoll",NA,NA,49,38,NA,NA,NA,NA,NA,13,NA,NA,50,36,41,34,54,22,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1523",1997-01-19,"Nielsen",NA,NA,44,35,3,NA,NA,10,NA,8,53,47,NA,NA,NA,NA,54,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1524",1997-01-16,"Morgan",NA,NA,49.5,34.5,2,NA,NA,6.5,NA,7.5,57,43,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1525",1996-12-19,"Morgan",NA,NA,48,36.5,2,NA,NA,7.5,NA,6,54.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1526",1996-12-15,"Newspoll",NA,NA,48,36,NA,NA,NA,NA,NA,16,NA,NA,53,35,42,36,53,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1527",1996-12-08,"Newspoll",NA,NA,48,39,NA,NA,NA,NA,NA,13,NA,NA,51,35,43,34,52,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1528",1996-12-05,"Morgan",NA,NA,48,35,2.5,NA,NA,8,NA,6.5,55.5,44.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1529",1996-12-01,"Nielsen",NA,NA,37,47,3,NA,NA,6,NA,7,54,46,NA,NA,NA,NA,55,30,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1530",1996-11-24,"Newspoll",NA,NA,49,36,NA,NA,NA,NA,NA,15,NA,NA,55,34,45,32,51,22,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1531",1996-11-21,"Morgan",NA,NA,48,35,2.5,NA,NA,8.5,NA,6,56,44,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1532",1996-11-10,"Newspoll",NA,NA,51,34,NA,NA,NA,NA,NA,15,NA,NA,55,31,41,32,54,22,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1533",1996-11-07,"Morgan",NA,NA,49,34,3,NA,NA,8,NA,6,56.5,43.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1534",1996-11-03,"Nielsen",NA,NA,34,48,4,NA,NA,6,NA,9,56,44,NA,NA,NA,NA,56,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1535",1996-10-27,"Newspoll",NA,NA,51,34,NA,NA,NA,NA,NA,15,NA,NA,54,33,39,38,55,21,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1536",1996-10-24,"Morgan",NA,NA,49.5,33,2.5,NA,NA,7,NA,8,58,42,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1537",1996-10-13,"Newspoll",NA,NA,50,37,NA,NA,NA,NA,NA,13,NA,NA,55,32,44,33,54,23,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1538",1996-10-10,"Morgan",NA,NA,49,34,3.5,NA,NA,9,NA,4.5,55.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1539",1996-10-06,"Nielsen",NA,NA,35,48,3,NA,NA,8,NA,7,55,45,57,31,45,32,58,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1540",1996-09-26,"Morgan",NA,NA,50,35,2.5,NA,NA,7.5,NA,5,56,44,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1541",1996-09-22,"Newspoll",NA,NA,50,39,NA,NA,NA,NA,NA,11,NA,NA,56,32,47,30,55,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1542",1996-09-12,"Morgan",NA,NA,46,37.5,3,NA,NA,9.5,NA,4,53.5,46.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1543",1996-09-08,"Newspoll",NA,NA,49,39,NA,NA,NA,NA,NA,12,NA,NA,53,35,46,29,50,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1544",1996-08-29,"Morgan",NA,NA,49.5,33.5,3.5,NA,NA,9,NA,4.5,56.5,43.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1545",1996-08-25,"Newspoll",NA,NA,50,38,NA,NA,NA,NA,NA,12,NA,NA,51,34,42,31,53,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1546",1996-08-25,"Nielsen",NA,NA,36,45,3,NA,NA,9,NA,6,52,48,NA,NA,NA,NA,53,33,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1547",1996-08-15,"Morgan",NA,NA,50,34,3.5,NA,NA,8,NA,4.5,56.5,43.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1548",1996-08-11,"Nielsen",NA,NA,39,45,3,NA,NA,7,NA,6,51,49,53,36,50,29,55,32,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1549",1996-08-11,"Newspoll",NA,NA,47,38,NA,NA,NA,NA,NA,15,NA,NA,48,38,46,26,51,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1550",1996-08-01,"Morgan",NA,NA,51,33.5,3.5,NA,NA,7.5,NA,4.5,58.5,41.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1551",1996-07-28,"Newspoll",NA,NA,49,38,NA,NA,NA,NA,NA,13,NA,NA,57,30,46,24,51,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1552",1996-07-18,"Morgan",NA,NA,51,34,2.5,NA,NA,7.5,NA,5,57.5,42.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1553",1996-07-14,"Nielsen",NA,NA,37,49,4,NA,NA,5,NA,5,56,44,60,28,52,25,59,27,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1554",1996-07-14,"Newspoll",NA,NA,51,37,NA,NA,NA,NA,NA,12,NA,NA,58,29,48,25,54,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1555",1996-07-04,"Morgan",NA,NA,50.5,34,3,NA,NA,7.5,NA,5,58,42,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1556",1996-06-30,"Nielsen",NA,NA,36,46,4,NA,NA,7,NA,7,54,46,61,29,52,26,58,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1557",1996-06-30,"Newspoll",NA,NA,47,40,NA,NA,NA,NA,NA,13,NA,NA,50,33,43,26,52,24,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1558",1996-06-22,"Morgan",NA,NA,50.5,38,1.5,NA,NA,6.5,NA,3.5,55.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1559",1996-06-16,"Nielsen",NA,NA,36,50,3,NA,NA,6,NA,5,57,43,64,23,48,26,61,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1560",1996-06-16,"Newspoll",NA,NA,48,40,NA,NA,NA,NA,NA,12,NA,NA,53,30,45,21,52,22,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1561",1996-06-02,"Nielsen",NA,NA,35,49,3,NA,NA,8,NA,5,55,45,63,25,53,26,61,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1562",1996-06-01,"Morgan",NA,NA,50,34.5,2.5,NA,NA,9.5,NA,3.5,57,43,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1563",1996-05-26,"Newspoll",NA,NA,55,36,NA,NA,NA,NA,NA,9,NA,NA,60,23,46,20,54,20,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1564",1996-05-18,"Morgan",NA,NA,49.5,35.5,3.5,NA,NA,7.5,NA,4,57.5,42.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1565",1996-05-12,"Newspoll",NA,NA,55,36,NA,NA,NA,NA,NA,9,NA,NA,67,14,47,17,60,18,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1566",1996-05-05,"Nielsen",NA,NA,31,53,3,NA,NA,8,NA,4,60,40,61,18,48,23,61,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1567",1996-04-28,"Newspoll",NA,NA,53,35,NA,NA,NA,NA,NA,12,NA,NA,50,21,41,17,54,20,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1568",1996-04-20,"Morgan",NA,NA,48,38,3.5,NA,NA,7.5,NA,3,54.5,45.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1569",1996-04-14,"Newspoll",NA,NA,55,33,NA,NA,NA,NA,NA,12,NA,NA,55,13,39,15,57,19,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1570",1996-04-06,"Morgan",NA,NA,49.5,37,3.5,NA,NA,7.5,NA,2.5,56.5,43.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1571",1996-04-05,"Morgan",NA,NA,51.5,33.5,3.5,NA,NA,8.5,NA,3,58.5,41.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1572",1996-03-31,"Newspoll",NA,NA,54,35,NA,NA,NA,NA,NA,11,NA,NA,52,14,38,17,56,20,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1573",1996-03-23,"Morgan",NA,NA,49.5,36.5,3,NA,NA,7.5,NA,3.5,56,44,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1574",1996-03-19,"LOTO Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1575",1996-03-17,"Newspoll",NA,NA,52,34,NA,NA,NA,NA,NA,14,NA,NA,45,12,NA,NA,54,22,"MR JOHN HOWARD","MR PAUL KEATING"
"1576",1996-03-02,"Election",NA,NA,47,38.7,0,NA,0,0,0,14.3,53.7,46.3,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR PAUL KEATING"
"1577",1996-02-29,"Newspoll",NA,NA,48,40.5,2,NA,NA,6.5,NA,3,53.5,46.5,38,56,50,42,45,40,"MR PAUL KEATING","MR JOHN HOWARD"
"1578",1996-02-25,"Newspoll",NA,NA,49.5,39,2,NA,NA,5,NA,4.5,54,46,36,57,40,47,43,37,"MR PAUL KEATING","MR JOHN HOWARD"
"1579",1996-02-18,"Newspoll",NA,NA,47,43,2,NA,NA,4,NA,4,52.5,47.5,36,55,44,42,42,38,"MR PAUL KEATING","MR JOHN HOWARD"
"1580",1996-02-11,"Newspoll",NA,NA,50,41,1,NA,NA,4,NA,4,54,46,36,54,46,38,42,38,"MR PAUL KEATING","MR JOHN HOWARD"
"1581",1996-02-04,"Newspoll",NA,NA,48,41,2,NA,NA,5,NA,4,54,46,36,56,45,42,42,38,"MR PAUL KEATING","MR JOHN HOWARD"
"1582",1996-01-21,"Newspoll",NA,NA,50,40,NA,NA,NA,2,NA,8,54,46,33,57,42,40,39,39,"MR PAUL KEATING","MR JOHN HOWARD"
"1583",1995-12-17,"Newspoll",NA,NA,47,41,NA,NA,NA,5,NA,7,NA,NA,34,55,37,49,42,34,"MR PAUL KEATING","MR JOHN HOWARD"
"1584",1995-12-10,"Newspoll",NA,NA,46,40,NA,NA,NA,7,NA,7,NA,NA,30,58,41,43,37,38,"MR PAUL KEATING","MR JOHN HOWARD"
"1585",1995-11-26,"Newspoll",NA,NA,47,40,NA,NA,NA,8,NA,5,NA,NA,32,57,37,47,40,35,"MR PAUL KEATING","MR JOHN HOWARD"
"1586",1995-11-12,"Newspoll",NA,NA,48,39,NA,NA,NA,5,NA,8,NA,NA,35,54,41,43,40,37,"MR PAUL KEATING","MR JOHN HOWARD"
"1587",1995-10-22,"Newspoll",NA,NA,47,41,NA,NA,NA,7,NA,5,NA,NA,31,59,42,43,38,40,"MR PAUL KEATING","MR JOHN HOWARD"
"1588",1995-10-08,"Newspoll",NA,NA,46,39,NA,NA,NA,8,NA,7,NA,NA,33,56,42,43,38,39,"MR PAUL KEATING","MR JOHN HOWARD"
"1589",1995-09-24,"Newspoll",NA,NA,47,37,NA,NA,NA,6,NA,10,NA,NA,36,55,44,42,36,38,"MR PAUL KEATING","MR JOHN HOWARD"
"1590",1995-09-10,"Newspoll",NA,NA,46,39,NA,NA,NA,7,NA,8,NA,NA,32,61,51,38,37,43,"MR PAUL KEATING","MR JOHN HOWARD"
"1591",1995-08-27,"Newspoll",NA,NA,49,39,NA,NA,NA,5,NA,7,NA,NA,33,59,50,36,38,43,"MR PAUL KEATING","MR JOHN HOWARD"
"1592",1995-08-13,"Newspoll",NA,NA,43,43,NA,NA,NA,6,NA,8,NA,NA,31,59,46,39,40,40,"MR PAUL KEATING","MR JOHN HOWARD"
"1593",1995-07-30,"Newspoll",NA,NA,49,38,NA,NA,NA,7,NA,6,NA,NA,31,60,49,37,37,44,"MR PAUL KEATING","MR JOHN HOWARD"
"1594",1995-07-16,"Newspoll",NA,NA,47,40,NA,NA,NA,7,NA,6,NA,NA,33,57,43,38,38,39,"MR PAUL KEATING","MR JOHN HOWARD"
"1595",1995-07-02,"Newspoll",NA,NA,47,40,NA,NA,NA,8,NA,5,NA,NA,33,61,51,36,38,44,"MR PAUL KEATING","MR JOHN HOWARD"
